productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText
83449,Absol,Absol,https://tcgplayer-cdn.tcgplayer.com/product/83449_200w.jpg,3,1376,https://cpt.tcgcsv.com/_nH,2023-12-22T15:43:08.487,1,1/97,Holo Rare,Darkness,70,Basic,"[D] Bad News  
<br>If the number of cards in your opponent's hand is at least 6, choose a number of cards there, without looking, until your opponent has 5 cards left.  Have your opponent discard the cards you chose.","[1D] Prize Count (20+) 
<br>If you have more Prize cards left than your opponent, this attack does 20 damage plus 20 more damage.",F,P,1,93.99,331.98,580.61,395.0,,Holofoil,
83449,Absol,Absol,https://tcgplayer-cdn.tcgplayer.com/product/83449_200w.jpg,3,1376,https://cpt.tcgcsv.com/_nH,2023-12-22T15:43:08.487,1,1/97,Holo Rare,Darkness,70,Basic,"[D] Bad News  
<br>If the number of cards in your opponent's hand is at least 6, choose a number of cards there, without looking, until your opponent has 5 cards left.  Have your opponent discard the cards you chose.","[1D] Prize Count (20+) 
<br>If you have more Prize cards left than your opponent, this attack does 20 damage plus 20 more damage.",F,P,1,66.49,87.5,139.26,89.76,,Reverse Holofoil,
83513,Altaria,Altaria,https://tcgplayer-cdn.tcgplayer.com/product/83513_200w.jpg,3,1376,https://cpt.tcgcsv.com/hqH,2023-12-22T15:43:24.473,1,2/97,Holo Rare,Colorless,80,Stage 1,"[1] Dragon Dance  
<br>During your next turn, if any of your current Active Pokemon does damage to any Defending Pokemon, the attack does 40 more damage <i>(before applying Weakness and Resistance).</i>","[LW] Dragon Song (30) 
<br>Each Defending Pokemon is now Asleep.",C,FG,1,34.11,51.99,72.98,48.87,,Holofoil,
83513,Altaria,Altaria,https://tcgplayer-cdn.tcgplayer.com/product/83513_200w.jpg,3,1376,https://cpt.tcgcsv.com/hqH,2023-12-22T15:43:24.473,1,2/97,Holo Rare,Colorless,80,Stage 1,"[1] Dragon Dance  
<br>During your next turn, if any of your current Active Pokemon does damage to any Defending Pokemon, the attack does 40 more damage <i>(before applying Weakness and Resistance).</i>","[LW] Dragon Song (30) 
<br>Each Defending Pokemon is now Asleep.",C,FG,1,14.0,17.99,39.99,26.66,,Reverse Holofoil,
83550,Ampharos ex,Ampharos ex,https://tcgplayer-cdn.tcgplayer.com/product/83550_200w.jpg,3,1376,https://cpt.tcgcsv.com/0rH,2025-11-11T04:24:22.937,1,89/97,Ultra Rare,Lightning,150,Stage 2,"[2L] Gigavolt (40+)
<br>Flip a coin.  If heads, this attack does 40 damage plus 30 more damage.  If tails, the Defending Pokemon is now Paralyzed.",,F,M,3,53.83,89.5,245.99,139.42,,Holofoil,"<b>Poke-BODY</b> Conductivity 
<br>As long as Ampharos ex is in play, whenever your opponent attaches an Energy card to his or her Pokemon from his or her hand, put 1 damage counter on that Pokemon.  You can't place more than 1 damage counter even if there is more than 1 Ampharos ex in play."
83691,Bagon - 23/97,Bagon 23 97,https://tcgplayer-cdn.tcgplayer.com/product/83691_200w.jpg,3,1376,https://cpt.tcgcsv.com/RtH,2023-12-22T15:45:37.277,1,23/97,Uncommon,Colorless,50,Basic,"[W] Paralyzing Gaze
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[1R] Combustion (20),C,FR,1,1.07,1.83,4.54,1.82,,Normal,
83691,Bagon - 23/97,Bagon 23 97,https://tcgplayer-cdn.tcgplayer.com/product/83691_200w.jpg,3,1376,https://cpt.tcgcsv.com/RtH,2023-12-22T15:45:37.277,1,23/97,Uncommon,Colorless,50,Basic,"[W] Paralyzing Gaze
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[1R] Combustion (20),C,FR,1,4.25,6.22,8.29,6.74,,Reverse Holofoil,
83692,Bagon - 49/97,Bagon 49 97,https://tcgplayer-cdn.tcgplayer.com/product/83692_200w.jpg,3,1376,https://cpt.tcgcsv.com/StH,2023-12-22T16:16:26.477,1,49/97,Common,Colorless,40,Basic,[1] Headbutt (10),[1R] Flare (20),None,None,1,0.08,0.33,12.0,0.33,0.47,Normal,
83692,Bagon - 49/97,Bagon 49 97,https://tcgplayer-cdn.tcgplayer.com/product/83692_200w.jpg,3,1376,https://cpt.tcgcsv.com/StH,2023-12-22T16:16:26.477,1,49/97,Common,Colorless,40,Basic,[1] Headbutt (10),[1R] Flare (20),None,None,1,3.92,6.97,7.75,7.0,,Reverse Holofoil,
83693,Bagon - 50/97,Bagon 50 97,https://tcgplayer-cdn.tcgplayer.com/product/83693_200w.jpg,3,1376,https://cpt.tcgcsv.com/TtH,2023-12-22T16:25:02.917,1,50/97,Common,Colorless,50,Basic,"[1] Risky Kick (10) 
<br>Flip a coin.  If tails, this attack does nothing.","[RW] Dragon Eye (20) 
<br>The Defending Pokemon is now Asleep.",None,None,1,0.25,0.84,3.51,0.84,0.89,Normal,
